,Exercise Name,Exercise Type,Muscle Group,Equipment,Difficulty Level,Rating
1111,Dumbbell Fix Traveling Push-Up,Strength,Chest,Dumbbell,Intermediate,
1112,Incline dumbbell chest fly,Strength,Chest,Dumbbell,Intermediate,
1113,Paul Carter Dumbbell Shrug,Strength,Chest,Dumbbell,Intermediate,
1114,Dumbbell push-up row,Strength,Chest,Dumbbell,Intermediate,
1115,TBS Dumbbell Incline Press,Strength,Chest,Dumbbell,Intermediate,
1116,Incline Dumbbell Fly - Gethin Variation,Strength,Chest,Dumbbell,Intermediate,
1117,Dumbbell bench press-,Strength,Chest,Dumbbell,Intermediate,
1118,Decline dumbbell fly and press,Strength,Chest,Dumbbell,Intermediate,
1119,Incline dumbbell fly and press,Strength,Chest,Dumbbell,Intermediate,
1120,Single-arm decline dumbbell bench press,Strength,Chest,Dumbbell,Intermediate,
1121,Single-arm incline dumbbell bench press,Strength,Chest,Dumbbell,Intermediate,
1122,Incline Dumbbell Press - Gethin Variation,Strength,Chest,Dumbbell,Intermediate,
1123,Dumbbell Chest Press - Gethin Variation,Strength,Chest,Dumbbell,Intermediate,
1124,Dumbbell Floor Press - Gethin Variation,Strength,Chest,Dumbbell,Intermediate,
1125,Decline Dumbbell Press - Gethin Variation,Strength,Chest,Dumbbell,Intermediate,
1126,Dumbbell chest fly,Strength,Chest,Dumbbell,Intermediate,
1127,Machine rear delt fly,Strength,Chest,Dumbbell,Intermediate,
1128,AM Dumbbell Bench Press,Strength,Chest,Dumbbell,Intermediate,
1129,UP Incline Dumbbell Press,Strength,Chest,Dumbbell,Intermediate,
1130,UP Incline Dumbbell Fly,Strength,Chest,Dumbbell,Intermediate,
1131,Holman Push-Up to Belly Touch,Strength,Chest,Dumbbell,Intermediate,
1132,Single-arm dumbbell floor press,Strength,Chest,Dumbbell,Intermediate,
1133,Total Fitness Weighted Push-Up,Strength,Chest,Dumbbell,Intermediate,
1134,King Maker Standing Dumbbell Shoulder Press,Strength,Chest,Dumbbell,Intermediate,
1135,30 Chest Incline Dumbbell Fly,Strength,Chest,Dumbbell,Intermediate,
1136,30 Chest Incline Dumbbell Bench Press,Strength,Chest,Dumbbell,Intermediate,
1137,30 Chest Dumbbells-Together Press,Strength,Chest,Dumbbell,Intermediate,
1138,30 Chest Dumbbells-Together Incline Bench Press,Strength,Chest,Dumbbell,Intermediate,
1139,30 Chest Dumbbell Fly,Strength,Chest,Dumbbell,Intermediate,
1140,30 Chest Dumbbell Bench Press,Strength,Chest,Dumbbell,Intermediate,
1141,30 Chest 30-Degree Incline Dumbbell Fly,Strength,Chest,Dumbbell,Intermediate,
1142,FYR2 Single-Dumbbell Push-Up,Strength,Chest,Dumbbell,Intermediate,
1143,Bodyweight Flyes,Strength,Chest,E-Z Curl Bar,Beginner,9.0
1144,Close-grip EZ-bar bench press,Strength,Chest,E-Z Curl Bar,Intermediate,8.8
1145,Chest dip,Strength,Chest,Other,Intermediate,9.0
1146,Drop Push,Plyometrics,Chest,Other,Beginner,8.8
1147,Forward Drag with Press,Strongman,Chest,Other,Beginner,6.0
1148,Chain Press,Powerlifting,Chest,Other,Beginner,5.6
1149,Behind Head Chest Stretch,Stretching,Chest,Other,Beginner,4.9
1150,Pass-through stretch with band,Stretching,Chest,Other,Beginner,3.0
1151,Weighted Push-Up,Strength,Chest,Other,Intermediate,0.0
1152,Heavy Bag Thrust,Plyometrics,Chest,Other,Beginner,0.0
1153,Decline Explosive Push-Up,Plyometrics,Chest,Other,Beginner,0.0
1154,Suspended Chest Fly,Strength,Chest,Other,Beginner,0.0
1155,Svend press,Strength,Chest,Other,Beginner,0.0
1156,Bar Push-Up Smith Machine,Plyometrics,Chest,Other,Beginner,0.0
1157,Plate-weighted push-up,Strength,Chest,Other,Intermediate,
1158,Double-bar roll-out chest fly,Strength,Chest,Other,Intermediate,
1159,Holman Plate Dynamo Push-Up,Strength,Chest,Other,Intermediate,
1160,Holman Towel Drag Two Steps to Push-Up,Strength,Chest,Other,Intermediate,
1161,Taylor Val Slide Push-Up/Fly Combo,Strength,Chest,Other,Intermediate,
1162,Exercise ball chest stretch,Stretching,Chest,Exercise Ball,Beginner,3.6
1163,Bosu Ball Push-Up,Strength,Chest,Exercise Ball,Beginner,0.0
1164,Feet-elevated push-up on ball,Strength,Chest,Exercise Ball,Intermediate,
1165,Standing alternating band speed row,Strength,Forearms,Bands,Intermediate,
1166,Band roundhouse elbow,Strength,Forearms,Bands,Intermediate,
1167,Palms-down wrist curl over bench,Strength,Forearms,Barbell,Intermediate,9.5
1168,Palms-up wrist curl over bench,Strength,Forearms,Barbell,Intermediate,9.4
1169,Standing behind-the-back wrist curl,Strength,Forearms,Barbell,Beginner,9.3
1170,Seated finger curl,Strength,Forearms,Barbell,Beginner,9.3
1171,Seated palms-up wrist curl,Strength,Forearms,Barbell,Intermediate,8.7
1172,Bottoms-Up Clean From The Hang Position,Strength,Forearms,Kettlebells,Beginner,8.3
1173,Seated One-Arm Dumbbell Palms-Up Wrist Curl,Strength,Forearms,Dumbbell,Beginner,9.0
1174,Palms-Up Dumbbell Wrist Curl Over A Bench,Strength,Forearms,Dumbbell,Beginner,8.6
1175,Seated palms-down wrist curl,Strength,Forearms,Dumbbell,Beginner,8.4
1176,Palms-Down Dumbbell Wrist Curl Over A Bench,Strength,Forearms,Dumbbell,Beginner,8.4
1177,Seated One-Arm Dumbbell Palms-Down Wrist Curl,Strength,Forearms,Dumbbell,Beginner,8.3
1178,Seated Dumbbell Palms-Up Wrist Curl,Strength,Forearms,Dumbbell,Beginner,6.2
1179,Partner farmer's walk,Strength,Forearms,Dumbbell,Beginner,5.3
1180,Dumbbell suitcase carry,Strength,Forearms,Dumbbell,Intermediate,0.0
1181,Suitcase Dumbbell Carry,Strength,Forearms,Dumbbell,Intermediate,0.0
1182,Side plank with dumbbell external rotation,Strength,Forearms,Dumbbell,Intermediate,
1183,Rickshaw Carry,Strongman,Forearms,Other,Beginner,9.6
1184,Dumbbell farmer's walk,Strongman,Forearms,Other,Intermediate,9.4
1185,Wrist Roller,Strength,Forearms,Other,Beginner,9.1
1186,Standing Olympic Plate Hand Squeeze,Strength,Forearms,Other,Beginner,8.6
1187,Plate Pinch,Strength,Forearms,Other,Beginner,8.3
1188,Landmine Press and Catch,Strength,Forearms,Other,Intermediate,
1189,Plate halo,Strength,Forearms,Other,Intermediate,
1190,Bryant Wrist Curl,Strength,Forearms,Other,Intermediate,
1191,Seated Two-Arm Palms-Up Low-Pulley Wrist Curl,Strength,Forearms,Cable,Beginner,9.2
1192,Cable Wrist Curl,Strength,Forearms,Cable,Beginner,7.8
1193,Single-arm cable push-down,Strength,Forearms,Cable,Intermediate,
1194,Wrist Circles,Stretching,Forearms,Body Only,Beginner,2.5
1195,Hip Extension with Bands,Strength,Glutes,Bands,Beginner,7.2
1196,Hip Lift with Band,Powerlifting,Glutes,Bands,Beginner,6.0
1197,HM Monster Walk,Strength,Glutes,Bands,Intermediate,
1198,UNS Banded Glute Bridge,Strength,Glutes,Bands,Intermediate,
1199,FYR2 Banded Glute Bridge,Strength,Glutes,Bands,Intermediate,
1200,Piriformis SMR,Stretching,Glutes,Foam Roll,Intermediate,6.6
1201,Barbell glute bridge,Powerlifting,Glutes,Barbell,Intermediate,9.4
1202,Barbell Hip Thrust,Powerlifting,Glutes,Barbell,Intermediate,9.1
1203,Kneeling Squat,Powerlifting,Glutes,Barbell,Beginner,8.6
1204,Kneeling Jump Squat,Olympic Weightlifting,Glutes,Barbell,Beginner,7.6
1205,UN Rear Foot Elevated Split Squat,Strength,Glutes,Barbell,Intermediate,
1206,Kettlebell thruster,Strength,Glutes,Kettlebells,Intermediate,8.6
1207,Taylor Kettlebell Swing,Strength,Glutes,Kettlebells,Intermediate,
1208,UN Goblet Squat,Strength,Glutes,Kettlebells,Intermediate,
1209,Single-arm triceps kick-back,Strength,Glutes,Dumbbell,Intermediate,
1210,Holman Lateral High Knees to Quad Touch Jump,Strength,Glutes,Dumbbell,Intermediate,
1211,FYR2 Dumbbell Hip Thrust,Strength,Glutes,Dumbbell,Intermediate,
1212,FYR2 Glute Bridge Dumbbell Floor Press,Strength,Glutes,Dumbbell,Intermediate,
1213,Suspended Hip Thrust,Strength,Glutes,Other,Beginner,0.0
1214,Single-leg cable hip extension,Strength,Glutes,Cable,Intermediate,9.0
1215,Pull Through,Strength,Glutes,Cable,Beginner,7.4
1216,Cable rope pull-through deadlift,Strength,Glutes,Cable,Intermediate,
1217,UNS Cable Pull-Through,Strength,Glutes,Cable,Intermediate,
1218,30 Legs Glute-Ham Raise,Strength,Glutes,Machine,Intermediate,
1219,Glute bridge,Strength,Glutes,Body Only,Intermediate,8.8
1220,Single-leg glute bridge,Strength,Glutes,Body Only,Intermediate,8.8
1221,Step-up with knee raise,Strength,Glutes,Body Only,Intermediate,8.7
1222,Glute Kickback,Strength,Glutes,Body Only,Beginner,8.3
1223,Standing hip extension,Strength,Glutes,Body Only,Beginner,6.5
1224,Lying glute stretch,Stretching,Glutes,Body Only,Intermediate,4.8
1225,Knee Across The Body,Stretching,Glutes,Body Only,Intermediate,3.5
1226,Seated Glute,Stretching,Glutes,Body Only,Beginner,3.1
1227,Lying Glute,Stretching,Glutes,Body Only,Beginner,3.0
1228,One Knee To Chest,Stretching,Glutes,Body Only,Intermediate,2.7
1229,Seated Glute Stretch,Stretching,Glutes,Body Only,Beginner,0.0
1230,Neck Bridge Supine,Strength,Glutes,Body Only,Beginner,0.0
1231,Walking High Knee,Strength,Glutes,Body Only,Intermediate,
1232,Walking Butt Kicks,Strength,Glutes,Body Only,Intermediate,
1233,Walking Glute Stretch,Strength,Glutes,Body Only,Intermediate,
1234,Lunge kick,Strength,Glutes,Body Only,Intermediate,
1235,Curtsy lunge,Strength,Glutes,Body Only,Intermediate,
1236,Alternating standing glute stretch,Stretching,Glutes,Body Only,Intermediate,
1237,Side-lying leg lift,Strength,Glutes,Body Only,Intermediate,
1238,FYR Progressive High Knee,Strength,Glutes,Body Only,Intermediate,
1239,Glute-Ham Raise - Gethin Variation,Strength,Glutes,Body Only,Intermediate,
1240,Lunge glute stretch,Stretching,Glutes,Body Only,Intermediate,
1241,Natural Glute Ham Raise - Gethin Variation,Strength,Glutes,Body Only,Intermediate,
1242,Groiner,Strength,Glutes,Body Only,Intermediate,
1243,HM Alternating Donkey Kick,Strength,Glutes,Body Only,Intermediate,
1244,HM Alternating Slow Step-Down With Chair,Strength,Glutes,Body Only,Intermediate,
1245,HM Right Side Iron Cross,Strength,Glutes,Body Only,Intermediate,
1246,HM Single-Leg Bridge,Strength,Glutes,Body Only,Intermediate,
1247,HM Hi-Low,Strength,Glutes,Body Only,Intermediate,
1248,HM Kick-Back,Strength,Glutes,Body Only,Intermediate,
1249,HM Left Side Iron Cross,Strength,Glutes,Body Only,Intermediate,
1250,HM Left Side-Kick,Strength,Glutes,Body Only,Intermediate,
1251,HM Leg Lifts,Strength,Glutes,Body Only,Intermediate,
1252,Walking lunge,Strength,Glutes,Body Only,Intermediate,
1253,High Plyometric Box Jump,Strength,Glutes,Body Only,Intermediate,
1254,Barbell hip thrust-,Strength,Glutes,Body Only,Intermediate,
1255,UN Glute Bridge,Strength,Glutes,Body Only,Intermediate,
1256,Holman Donkey Kick,Strength,Glutes,Body Only,Intermediate,
1257,Holman Hip Raise with Alternating Kick,Strength,Glutes,Body Only,Intermediate,
1258,Holman Left Leg Donkey Kick,Strength,Glutes,Body Only,Intermediate,
1259,Holman Diagonal Right Leg Step-Out to Right Knee-Up,Strength,Glutes,Body Only,Intermediate,
1260,Holman Right Leg Donkey Kick,Strength,Glutes,Body Only,Intermediate,
1261,Holman Butt Tap to Jump,Strength,Glutes,Body Only,Intermediate,
1262,Holman Butt Tap to Jump-Forward-Jump-Back,Strength,Glutes,Body Only,Intermediate,
1263,Holman Traveling High Knees to Squat Thrust,Strength,Glutes,Body Only,Intermediate,
1264,Holman Butt Kicker to High Knees,Strength,Glutes,Body Only,Intermediate,
1265,Holman Daisy Cutter,Strength,Glutes,Body Only,Intermediate,
1266,Holman Frogger,Strength,Glutes,Body Only,Intermediate,
1267,Holman Hip Raise with Chest Press,Strength,Glutes,Body Only,Intermediate,
1268,Total Fitness Bear Crawl,Strength,Glutes,Body Only,Intermediate,
1269,Pigeon stretch,Strength,Glutes,Body Only,Intermediate,
1270,Levitating side kick-through,Strength,Glutes,Body Only,Intermediate,
1271,30 Legs Hip Thrust,Strength,Glutes,Body Only,Intermediate,
1272,Dumbbell single-leg hip thrust,Strength,Glutes,Body Only,Intermediate,
1273,Medicine ball duck walk,Strength,Glutes,Medicine Ball,Intermediate,
1274,Exercise ball hip thrust,Strength,Glutes,Exercise Ball,Intermediate,7.8
1275,Downward Facing Balance,Strength,Glutes,Exercise Ball,Beginner,4.0
1276,Band Good Morning (Pull Through),Powerlifting,Hamstrings,Bands,Beginner,8.3
1277,Standing Hamstring and Calf Stretch,Stretching,Hamstrings,Bands,Intermediate,6.7
1278,Hamstring-SMR,Stretching,Hamstrings,Foam Roll,Beginner,5.5
1279,Barbell Deadlift,Strength,Hamstrings,Barbell,Intermediate,9.4
1280,Clean Deadlift,Olympic Weightlifting,Hamstrings,Barbell,Beginner,9.4
1281,Sumo deadlift,Powerlifting,Hamstrings,Barbell,Beginner,9.3
1282,Romanian Deadlift from Deficit,Olympic Weightlifting,Hamstrings,Barbell,Beginner,9.2
1283,Power Snatch,Olympic Weightlifting,Hamstrings,Barbell,Beginner,9.2
1284,Power Clean from Blocks,Olympic Weightlifting,Hamstrings,Barbell,Beginner,9.2
1285,Snatch Deadlift,Olympic Weightlifting,Hamstrings,Barbell,Beginner,8.9
1286,Power clean,Strength,Hamstrings,Barbell,Intermediate,8.7
1287,Hang Snatch,Olympic Weightlifting,Hamstrings,Barbell,Beginner,8.7
1288,Wide Stance Stiff Legs,Olympic Weightlifting,Hamstrings,Barbell,Beginner,8.5
1289,Clean,Olympic Weightlifting,Hamstrings,Barbell,Beginner,8.5
1290,Good Morning,Powerlifting,Hamstrings,Barbell,Intermediate,8.5
1291,Barbell stiff-legged deadlift,Strength,Hamstrings,Barbell,Intermediate,8.3
1292,Romanian Deadlift,Strength,Hamstrings,Barbell,Intermediate,8.1
1293,Sumo Deadlift with Chains,Powerlifting,Hamstrings,Barbell,Beginner,7.8
1294,Sumo Deadlift with Bands,Powerlifting,Hamstrings,Barbell,Beginner,0.0
1295,Good Morning off Pins,Powerlifting,Hamstrings,Barbell,Beginner,0.0
1296,Stiff-Legged Deadlift,Strength,Hamstrings,Barbell,Beginner,0.0
1297,Snatch Pull,Strength,Hamstrings,Barbell,Beginner,0.0
1298,Hanging Bar Good Morning,Powerlifting,Hamstrings,Barbell,Beginner,0.0
1299,Reverse Band Sumo Deadlift,Powerlifting,Hamstrings,Barbell,Beginner,0.0
1300,Muscle Snatch,Olympic Weightlifting,Hamstrings,Barbell,Beginner,0.0
1301,Split Snatch,Olympic Weightlifting,Hamstrings,Barbell,Beginner,0.0
1302,Hang Snatch - Below Knees,Olympic Weightlifting,Hamstrings,Barbell,Beginner,0.0
1303,30 Legs Sumo Deadlift,Strength,Hamstrings,Barbell,Intermediate,
1304,Kettlebell pass-through lunge,Strength,Hamstrings,Kettlebells,Intermediate,8.7
1305,Kettlebell One-Legged Deadlift,Strength,Hamstrings,Kettlebells,Intermediate,8.6
1306,Single-arm kettlebell clean,Strength,Hamstrings,Kettlebells,Beginner,8.6
1307,Single-leg kettlebell deadlift,Strength,Hamstrings,Kettlebells,Intermediate,8.2
1308,Romanian Deadlift with Kettlebell,Strength,Hamstrings,Kettlebells,Beginner,8.0
1309,Single-arm kettlebell swing,Strength,Hamstrings,Kettlebells,Intermediate,7.4
1310,Kettlebell Dead Clean,Strength,Hamstrings,Kettlebells,Beginner,5.3
1311,Alternating Hang Clean,Strength,Hamstrings,Kettlebells,Beginner,4.9
1312,One-Arm Open Palm Kettlebell Clean,Strength,Hamstrings,Kettlebells,Beginner,0.0
1313,Open Palm Kettlebell Clean,Strength,Hamstrings,Kettlebells,Beginner,0.0
1314,Kettlebell Hang Clean,Strength,Hamstrings,Kettlebells,Beginner,0.0
1315,Double Kettlebell Alternating Hang Clean,Strength,Hamstrings,Kettlebells,Beginner,0.0
1316,Romanian Deadlift With Dumbbells,Strength,Hamstrings,Dumbbell,Beginner,9.4
1317,Stiff-Legged Dumbbell Deadlift,Strength,Hamstrings,Dumbbell,Intermediate,8.8
1318,Vertical Swing,Plyometrics,Hamstrings,Dumbbell,Beginner,7.5
1319,Dumbbell Fix Dumbbell Swing,Strength,Hamstrings,Dumbbell,Intermediate,
1320,Dumbbell Lying Hamstring Curl,Strength,Hamstrings,Dumbbell,Intermediate,
1321,30 Legs Dumbbell Stiff-Legged Deadlift,Strength,Hamstrings,Dumbbell,Intermediate,
1322,Box jump,Plyometrics,Hamstrings,Other,Beginner,8.6
1323,Box Jump (Multiple Response),Plyometrics,Hamstrings,Other,Intermediate,8.1
1324,Sled push-,Cardio,Hamstrings,Other,Beginner,7.4
1325,Lying Hamstring,Stretching,Hamstrings,Other,Beginner,6.3
1326,Chair Leg Extended Stretch,Stretching,Hamstrings,Other,Beginner,2.4
1327,Suspended Leg Curl,Strength,Hamstrings,Other,Beginner,0.0
1328,Box Skip,Plyometrics,Hamstrings,Other,Beginner,0.0
1329,Power Stairs,Strongman,Hamstrings,Other,Beginner,0.0
1330,Seated Hamstring and Calf Stretch,Stretching,Hamstrings,Other,Beginner,0.0
1331,Hamstring slide,Strength,Hamstrings,Other,Beginner,0.0
1332,Seated Band Hamstring Curl,Strength,Hamstrings,Other,Intermediate,0.0
1333,Lying cable leg curl,Strength,Hamstrings,Cable,Intermediate,
1334,Standing cable leg curl,Strength,Hamstrings,Cable,Intermediate,
1335,Lying Leg Curls,Strength,Hamstrings,Machine,Beginner,8.9
1336,Glute Ham Raise,Powerlifting,Hamstrings,Machine,Intermediate,8.4
1337,Reverse Hyperextension,Strength,Hamstrings,Machine,Beginner,8.0
1338,Seated Leg Curl,Strength,Hamstrings,Machine,Intermediate,7.9
1339,Standing Leg Curl,Strength,Hamstrings,Machine,Beginner,7.4
1340,Smith machine stiff-legged deadlift,Strength,Hamstrings,Machine,Beginner,7.0
1341,Lying Leg Curl - Gethin Variation,Strength,Hamstrings,Machine,Intermediate,
1342,Paul Carter Leg Extension,Strength,Hamstrings,Machine,Intermediate,
1343,Lying leg curl,Strength,Hamstrings,Machine,Intermediate,
1344,Seated Hamstring Curl - Gethin Variation,Strength,Hamstrings,Machine,Intermediate,
1345,Single-leg lying leg curl,Strength,Hamstrings,Machine,Intermediate,
1346,Leg curl,Strength,Hamstrings,Machine,Intermediate,
1347,Leg Extension - Gethin Variation,Strength,Hamstrings,Machine,Intermediate,
1348,Single-leg leg extension-,Strength,Hamstrings,Machine,Intermediate,
1349,Lying Hamstring Curls - Gethin Variation,Strength,Hamstrings,Machine,Intermediate,
1350,AM Seated Hamstring Curl,Strength,Hamstrings,Machine,Intermediate,
1351,UP Hamstring Curl,Strength,Hamstrings,Machine,Intermediate,
1352,30 Legs Leg Extension,Strength,Hamstrings,Machine,Intermediate,
1353,30 Legs Seated Leg Curl,Strength,Hamstrings,Machine,Intermediate,
1354,Natural Glute Ham Raise,Strength,Hamstrings,Body Only,Beginner,9.1
1355,Standing leg swing,Stretching,Hamstrings,Body Only,Beginner,8.4
1356,Linear Acceleration Wall Drill,Plyometrics,Hamstrings,Body Only,Intermediate,8.3
1357,Knee Tuck Jump,Plyometrics,Hamstrings,Body Only,Intermediate,8.1
1358,Leg-Up Hamstring Stretch,Stretching,Hamstrings,Body Only,Intermediate,7.8
1359,Inchworm,Stretching,Hamstrings,Body Only,Beginner,7.5
1360,Moving Claw Series,Plyometrics,Hamstrings,Body Only,Intermediate,7.3
1361,Lying groin stretch with band,Stretching,Hamstrings,Body Only,Intermediate,6.7
1362,90/90 Hamstring,Stretching,Hamstrings,Body Only,Beginner,5.0
1363,World's greatest stretch,Stretching,Hamstrings,Body Only,Intermediate,4.4
1364,The Straddle,Stretching,Hamstrings,Body Only,Intermediate,4.3
1365,Prone Manual Hamstring,Strength,Hamstrings,Body Only,Intermediate,0.0
1366,Knee To Chest,Stretching,Hamstrings,Body Only,Beginner,0.0
1367,Hurdle Hops,Plyometrics,Hamstrings,Body Only,Intermediate,0.0
1368,Hip Stretch With Twist,Stretching,Hamstrings,Body Only,Beginner,0.0
1369,Linear 3-Part Start Technique,Plyometrics,Hamstrings,Body Only,Intermediate,0.0
1370,Alternating Leg Swing,Stretching,Hamstrings,Body Only,Beginner,0.0
1371,Single-leg balance and reach,Stretching,Hamstrings,Body Only,Beginner,0.0
1372,High Kick,Stretching,Hamstrings,Body Only,Beginner,0.0
1373,Boss Everline 10-Yard Sprints,Strength,Hamstrings,Body Only,Intermediate,
1374,Standing hamstring stretch,Stretching,Hamstrings,Body Only,Intermediate,
1375,Reverse lunge,Stretching,Hamstrings,Body Only,Intermediate,
1376,HM Alternating Cross Lunge,Strength,Hamstrings,Body Only,Intermediate,
1377,HM Alternating Front Kick,Strength,Hamstrings,Body Only,Intermediate,
1378,HM World's Greatest Stretch,Stretching,Hamstrings,Body Only,Intermediate,
1379,HM Alternating Sprawl Kick-Through,Strength,Hamstrings,Body Only,Intermediate,
1380,HM Alternating Step-Back,Strength,Hamstrings,Body Only,Intermediate,
1381,HM Alternating Step-Up With Chair,Strength,Hamstrings,Body Only,Intermediate,
1382,HM Right Knee-Up,Strength,Hamstrings,Body Only,Intermediate,
